level,draw,seed,spread,signs,order,s_NetZero,s_Delayed,s_Below2C,s_NDCs,s_Fragmented
1e-16,147,500147,1.5832945239453178,++---,NetZero>Delayed>Below2C>Fragmented>NDCs,0.9065139201397026,0.6496434284552235,-0.444383786731521,-0.6767806038056152,-0.5926352821481369
1e-16,148,500148,1.1657331352566067,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.6478871551717291,0.5191450647538853,-0.4365872735610239,-0.2955121985343605,-0.5178459800848776
1e-16,149,500149,1.927500947615275,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.5709741143607192,1.2669394184864298,-0.1413053627076652,-0.2526410410258157,-0.3565268332545557
1e-15,0,510000,1.530141659317191,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.568715313346244,1.3141481932657904,0.2093919322743307,0.1226271329913188,0.0385736540290531
1e-15,1,510001,1.460738265683966,++---,NetZero>Delayed>Below2C>Fragmented>NDCs,0.63799950009119,0.409249511872682,-0.5761648238361841,-0.822738765592776,-0.7352541118140019
1e-15,2,510002,1.9387978468838063,++---,NetZero>Delayed>Below2C>Fragmented>NDCs,1.1420196129601168,0.8154775236558447,-0.4852740077017499,-0.7967782339236895,-0.7022003404113013
1e-15,3,510003,1.6525578240613883,+++-+,NetZero>Delayed>Below2C>Fragmented>NDCs,1.5726423205661426,1.2795010401144018,0.2103774663072228,-0.0799155034952456,0.0283514784136773
1e-15,4,510004,1.4217400150427444,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.0103199890897308,0.7605073896353081,-0.2752503094346541,-0.3807516063469363,-0.4114200259530136
1e-15,5,510005,1.2978068481622658,+++--,NetZero>Delayed>Below2C>NDCs>Fragmented,1.190830523645784,0.9816185719985652,0.0008357289482603,-0.0494620120406406,-0.1069763245164816
1e-15,6,510006,1.4121207621404532,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.577380349800008,1.3474497151005402,0.318994682029222,0.2302033827736465,0.1652595876595546
1e-15,7,510007,1.341785804459236,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.8562000340848979,0.6509392235972937,-0.3333972866820391,-0.4171415582922009,-0.485585770374338
1e-15,8,510008,2.1576399933037558,+++--,NetZero>Delayed>Below2C>Fragmented>NDCs,1.9645596630814095,1.5567422210246329,0.1361544056219306,-0.1930803302223456,-0.1264594984968825
1e-15,9,510009,1.448392682202181,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.9439100630798958,0.7295998431410418,-0.3425975103239844,-0.4227185601513405,-0.5044826191222853
1e-15,10,510010,1.7242298756939074,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.332870559700162,1.0680372582385296,-0.2249937513488351,-0.3277298378911326,-0.3913593159937454
1e-15,11,510011,1.4035531257000335,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.6866302675824754,1.458073158516326,0.4368159806629417,0.3827402722452588,0.2830771418824418
1e-15,12,510012,1.6753541972514232,++++-,NetZero>Delayed>NDCs>Below2C>Fragmented,1.620130593873368,1.431029950933732,0.0703632001146896,0.3956457835160023,-0.0552236033780553
1e-15,13,510013,2.128897768909125,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.81629748959982,1.4804647397848354,-0.0753019279201789,-0.2231068386066685,-0.3126002793093052
1e-15,14,510014,1.30703031224985,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.9222061643626528,0.7652039839902112,-0.2836472427146765,-0.1528171000290643,-0.3848241478871972
1e-15,15,510015,1.201634269535505,++++-,NetZero>Delayed>Below2C>NDCs>Fragmented,1.168753637624428,0.9660306608792242,0.0891039012692984,0.0181927426148402,-0.0328806319110768
1e-15,16,510016,1.5798989812198654,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.1860052852809653,0.9841535107228712,-0.2418763572207471,-0.147510797322266,-0.3938936959389001
1e-15,17,510017,1.686956405253467,+++--,NetZero>Delayed>Below2C>NDCs>Fragmented,1.5004701735126855,1.2382517274893043,0.001861499356448,-0.0903973664773358,-0.1864862317407811
1e-15,18,510018,1.5600854533529045,++---,NetZero>Delayed>Below2C>Fragmented>NDCs,1.0629885991611314,0.7945670221276135,-0.2170547076344005,-0.4970968541917728,-0.3615150182654192
1e-15,19,510019,1.782571326948582,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,2.1863568271257074,1.8617402724430177,0.6082010468953576,0.4784954664647682,0.4037855001771255
1e-15,20,510020,1.511652066182628,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.9168386960074426,0.8032456269290769,-0.5176190317012965,-0.015865042801276,-0.5948133701751854
1e-15,21,510021,0.6108773769447899,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,0.6386522513867505,0.5063340257537625,0.0958583851804273,0.0501677725682703,0.0277748744419605
1e-15,22,510022,1.3372582022159052,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.9209520524398744,0.7217084733869723,-0.277621125304194,-0.3522172505233398,-0.4163061497760307
1e-15,23,510023,1.4424123424900004,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.5852928863712115,0.3725557307823277,-0.695909961702561,-0.7819309568663741,-0.8571194561187889
1e-15,24,510024,1.3515436543692807,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.0749681110971772,0.8690138998575287,-0.1249244355868626,-0.2190698220614719,-0.2765755432721035
1e-15,25,510025,2.0333216408336487,+++++,NetZero>Delayed>Below2C>Fragmented>NDCs,2.2021539362284965,1.823427890582816,0.6520347506103406,0.1688322953948478,0.4367630164061826
1e-15,26,510026,1.0653876770443973,+++-+,NetZero>Delayed>Below2C>Fragmented>NDCs,0.9551840459347618,0.750468915491084,0.1372910221816918,-0.1102036311096354,0.0447695998892849
1e-15,27,510027,1.9047992163945304,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.3561137066116091,1.0663174205851071,-0.3687960427506027,-0.4731195869104221,-0.5486855097829211
1e-15,28,510028,1.7559952782629726,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.3818642040219211,0.1479999232141446,-1.1930132403786535,-1.2385486005069173,-1.3741310742410515
1e-15,29,510029,1.7969127053341425,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.5029665548240074,1.2556803541207255,-0.1197767858740932,-0.0400690866346917,-0.293946150510135
1e-15,30,510030,1.8382113089496712,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.7042626404550212,0.4318953466734618,-0.9632453233910656,-1.0886057431698082,-1.13394866849465
1e-15,31,510031,1.8934547106949309,++---,NetZero>Delayed>Below2C>Fragmented>NDCs,1.3130022354105215,0.98536121195115,-0.1996946233874972,-0.5804524752844089,-0.3678621184389481
1e-15,32,510032,1.7460762257024296,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.2271004440272724,0.9648812428033704,-0.3369411848228982,-0.4332956547935835,-0.5189757816751572
1e-15,33,510033,1.5172343274526017,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.032862804427508,0.863269722330664,-0.3956412430121077,-0.0894876426027408,-0.4843715230250938
1e-15,34,510034,1.5030601045145358,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.5696449434436208,0.3481797761409053,-0.8040011079043294,-0.9150196462259056,-0.9334151610709148
1e-15,35,510035,1.917908841863437,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.5822959794681706,1.2823071015792702,-0.1517467909399501,-0.257633715909904,-0.3356128623952661
1e-15,36,510036,1.9805030189083936,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.6515215656321052,1.376827472711485,-0.131900243157168,-0.0607932288626402,-0.3289814532762887
1e-15,37,510037,1.637733021565035,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.9376811104674942,0.6998222915728491,-0.5337172246712267,-0.6280260805655624,-0.7000519110975407
1e-15,38,510038,1.4735899010625912,++++-,NetZero>Delayed>NDCs>Below2C>Fragmented,1.4609383457428131,1.2613239535768692,0.1240999806759428,0.2284827049089299,-0.0126515553197781
1e-15,39,510039,1.580517339027407,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.144852681792765,0.9080210995030225,-0.2591302480638546,-0.3473792823168957,-0.4356646572346423
1e-15,40,510040,1.2437293486928491,+++++,NetZero>Delayed>NDCs>Below2C>Fragmented,1.322586945988416,1.1464754600779896,0.1903836192032479,0.3082584273356685,0.0788575972955665
1e-15,41,510041,1.9902217957309336,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.654989441519349,1.3487084867334762,-0.1381128690431996,-0.2612647095244362,-0.3352323542115849
1e-15,42,510042,1.8949231313006996,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.574083466757995,1.3225877573101743,-0.1595057947099234,-0.0712264003150391,-0.3208396645427043
1e-15,43,510043,1.691407394503394,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.973464107435502,0.7137267534370508,-0.5469284949981006,-0.6570176914932064,-0.7179432870678921
1e-15,44,510044,1.1422775059085,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.6609027197073263,0.4967793717532123,-0.350687021965308,-0.4255328419102202,-0.4813747862011737
1e-15,45,510045,1.8184516952502887,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.294239234685204,1.059895460286093,-0.3493941144478572,-0.2508996102198937,-0.5242124605650846
1e-15,46,510046,1.736821396588592,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.172318387986332,0.8909059447227539,-0.3810521368190454,-0.504949705820807,-0.56450300860226
1e-15,47,510047,1.123324905015024,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.8548274694370579,0.7229618901983428,-0.1813541245073842,-0.0483660539928112,-0.2684974355779661
1e-15,48,510048,1.268762402532055,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.5365543014596885,0.384550547230658,-0.6290822572070507,-0.5183682902641147,-0.7322081010723664
1e-15,49,510049,1.4819861820945888,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.062585876557426,0.832645855111438,-0.2807380851757761,-0.3689725471758223,-0.4194003055371627
1e-15,50,510050,1.3877408146339918,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.5376224012904278,1.2942123759259476,0.2807590076564628,0.1825273200324169,0.149881586656436
1e-15,51,510051,1.744215698719717,++++-,NetZero>Delayed>Below2C>NDCs>Fragmented,1.7350015471397138,1.43234261088719,0.1763360030642142,0.0561057519025247,-0.0092141515800032
1e-15,52,510052,1.4157011314228491,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.92301971299508,0.6976760193254343,-0.3341303249556682,-0.4283596839396488,-0.492681418427769
1e-15,53,510053,1.6610065975134318,++++-,NetZero>Delayed>NDCs>Below2C>Fragmented,1.5187016365848518,1.273945756350542,0.0090771138763021,0.0921560064324524,-0.14230496092858
1e-15,54,510054,1.420058491990381,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,1.2086432820180215,1.0117406712422168,-0.1086237077298291,-0.004361478417989,-0.2114152099723591
1e-15,55,510055,1.7236383013459131,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.3401517926614963,1.0607493593612205,-0.2160921003834457,-0.3322514576024282,-0.3834865086844168
1e-15,56,510056,1.1739606176848634,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.049984222601946,0.8556743525483017,-0.0052703889252914,-0.0806406012816167,-0.1239763950829173
1e-15,57,510057,2.169275125075839,+++++,NetZero>Delayed>NDCs>Below2C>Fragmented,2.2970376605239293,1.9759369038742665,0.3396143136761895,0.4018827736855934,0.1277625354480904
1e-15,58,510058,1.3765449533486884,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.8960206409776146,0.7345449027165345,-0.3513461034595151,-0.2459242894082547,-0.4805243123710738
1e-15,59,510059,1.8700951804335533,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.441531539653088,1.1597358217459348,-0.2197842754589194,-0.3241189499893067,-0.4285636407804656
1e-15,60,510060,1.2907883666641662,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.416551527982858,1.205627826018894,0.2643806579961718,0.1926007412766819,0.1257631613186918
1e-15,61,510061,0.8792401802041971,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,0.9263223153586284,0.774133305735921,0.1460122293077832,0.0901467086023122,0.0470821351544312
1e-15,62,510062,1.2118389988171203,-----,NetZero>Delayed>NDCs>Below2C>Fragmented,-0.2803941137808792,-0.3854817606388629,-1.4090481940007915,-1.3006000553027892,-1.4922331125979995
1e-15,63,510063,1.3568345534666677,+++--,NetZero>Delayed>Below2C>NDCs>Fragmented,1.28325858143145,1.0666308723405091,0.0636506051852068,-0.0113974273111017,-0.0735759720352176
1e-15,64,510064,1.5518524633774642,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,1.3348290796326174,1.087581016373877,-0.0467436765470505,-0.1431371025161429,-0.2170233837448467
1e-15,65,510065,1.3701797919893646,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.9393086205609468,0.7361386403535572,-0.2844336516922769,-0.3647744988449304,-0.4308711714284179
1e-15,66,510066,1.825491507444592,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,2.093397710043185,1.7770772760424924,0.4716550841646949,0.3682894888223202,0.2679062025985939
1e-15,67,510067,1.7853894631033755,++---,NetZero>Delayed>Below2C>NDCs>Fragmented,0.9353353756945132,0.6802586494191172,-0.6530659049914416,-0.7532565320842575,-0.8500540874088625
1e-15,68,510068,1.9723016666014,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,2.026969542816233,1.708151405953244,0.2622815252113133,0.1486167440572363,0.0546678762148333
1e-15,69,510069,1.8437156480685588,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,1.940339866013411,1.6372820740586311,0.2998210006645285,0.2016039042288486,0.0966242179448522
1e-15,70,510070,1.3290725975586126,+----,NetZero>Delayed>Below2C>NDCs>Fragmented,0.1026579368380367,-0.0687273413541775,-1.132429780981679,-1.2102141861319715,-1.226414660720576
1e-15,71,510071,2.174272272092824,++++-,NetZero>Delayed>NDCs>Below2C>Fragmented,2.0643879939726992,1.7371522187866215,0.0894021228832007,0.1666512558116313,-0.1098842781201243
1e-15,72,510072,1.4128684184940683,+++--,NetZero>Delayed>Below2C>Fragmented>NDCs,1.171639451928863,0.874317521522399,0.1270631711138508,-0.2412289665652052,-0.0362872965753973
1e-15,73,510073,1.636930538237789,+++++,NetZero>Delayed>Below2C>NDCs>Fragmented,2.002575702027542,1.728274896420499,0.5483312137006617,0.4570116659508634,0.3656451637897531
1e-15,74,510074,1.7293740489202798,++-+-,NetZero>Delayed>NDCs>Below2C>Fragmented,1.475915733493371,1.2359759705970546,-0.0834079648572823,0.0037185353120046,-0.2534583154269088
1e-15,75,510075,1.237042450886816,++---,NetZero>Delayed>NDCs>Below2C>Fragmented,0.8531110656438061,0.7116051362735147,-0.3162993884066982,-0.0381120271164197,-0.3839313852430099
